// _________                                    
// \_   ___ \_______  ____   ____  __ __  ______
// /    \  \/\_  __ \/  _ \ /    \|  |  \/  ___/
// \     \____|  | \(  <_> )   |  \  |  /\___ \ 
//  \______  /|__|   \____/|___|  /____//____  >
//         \/                   \/           \/  
//-----------------------------------------------
// Cronus - Banco de Dados dos Monstros
//-----------------------------------------------
//
// Estrutura do Banco de Dados:
// ID,Sprite_Name,Name1,Name2,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Nota: O Sprite_Name é a Spr do monstro em seu client, use o Name1 e Name2 para mudar o nome de um monstro
// Note: Keep the Sprite_Name field as it is (in the game client). You may change Name,JName field tough

1368,GEOGRAPHER,Planta Carnívora,Planta Carnívora,56,8071,0,2715,2000,3,467,621,28,26,1,67,47,60,68,44,10,12,0,3,62,0x84,2000,1564,864,576,0,0,0,0,0,0,0,0,1032,7500,1033,5500,2253,30,2207,50,0,0,0,0,0,0,0,0,0,0,4280,1
1369,GRAND_PECO,Grand Peco,Grand Peco,58,8054,0,2387,1361,2,444,565,37,30,1,67,66,50,71,51,10,12,2,2,43,0x1089,165,1564,864,576,0,0,0,0,0,0,0,0,7101,5000,522,300,992,1000,969,1,0,0,0,0,0,0,0,0,0,0,4161,1
1370,SUCCUBUS,Succubus,Succubus,85,16955,0,5357,4322,2,1268,1686,54,48,1,97,95,150,89,87,10,12,1,6,67,0x3795,155,1564,864,576,0,0,0,0,0,0,0,0,522,1500,2407,3,2611,500,2613,150,2601,2,1472,1,505,1000,5066,1,0,0,4218,1
1371,FAKE_ANGEL,Anjo Mal,Anjo Mal,65,16845,0,3371,1949,2,513,682,50,35,1,64,57,70,61,88,10,12,0,8,66,0x3885,160,1564,864,576,0,0,0,0,0,0,0,0,7104,5500,7105,3500,717,1000,715,1000,716,1000,0,0,0,0,0,0,0,0,0,0
1372,GOAT,Bode,Bode,69,11077,0,3357,2015,1,457,608,44,25,1,58,66,62,67,43,10,12,2,2,63,0x1089,165,1564,864,576,0,0,0,0,0,0,0,0,7106,5000,7107,2500,713,5000,507,500,510,1000,508,2500,511,5500,0,0,0,0,0,0
1373,LORD_OF_DEATH,Senhor dos Mortos,Senhor dos Mortos,94,303383,0,131343,43345,2,2430,4104,77,73,1,99,120,169,100,106,10,12,2,6,67,0x37B5,300,1564,864,576,10000,1000,732,2000,617,2000,607,5500,7108,5500,1417,5,607,2500,2621,2,2624,2,1306,1,1529,2,658,1,1230,80,4276,1
1374,INCUBUS,Incubus,Incubus,75,17281,0,5254,4212,1,1408,1873,58,46,1,97,95,150,89,87,10,12,1,6,67,0x3795,165,1564,864,576,0,0,0,0,0,0,0,0,522,1500,504,5500,1306,2,2621,1,2610,500,2613,150,504,1200,5072,1,0,0,4269,1
1375,THE_PAPER,Papel,Papel,56,18557,0,2849,1998,1,845,1124,25,24,1,66,52,76,71,79,10,12,1,0,60,0x3885,170,1564,864,576,0,0,0,0,0,0,0,0,7111,5500,7112,3200,503,800,511,2000,0,0,0,0,0,0,0,0,0,0,4172,1
1376,HARPY,Harpia,Harpia,70,16599,0,3562,2133,1,956,1231,42,44,1,112,72,103,74,76,10,12,1,6,64,0x3985,155,1564,864,576,0,0,0,0,0,0,0,0,7115,5500,7116,2500,502,1500,503,800,0,0,0,0,0,0,0,0,0,0,4325,1
1377,ELDER,Ancião,Ancião,64,21592,0,4650,3408,3,421,560,45,68,1,76,68,108,72,86,10,12,2,7,80,0x91,165,1564,864,576,0,0,0,0,0,0,0,0,7099,4500,7117,1500,7118,1500,1472,4,1473,1,603,100,7027,2000,691,500,616,1,4251,1
1378,DEMON_PUNGUS,Pungus,Pungus,56,7259,0,3148,1817,1,360,479,48,31,1,83,55,59,63,34,10,12,0,6,65,0x3985,170,1564,864,576,0,0,0,0,0,0,0,0,7119,4200,7001,4700,715,4000,0,0,0,0,0,0,0,0,0,0,0,0,4173,1
1379,NIGHTMARE_TERROR,Pesadelo Sombrio,Pesadelo Sombrio,78,22605,0,6683,4359,1,757,1007,37,37,1,76,55,60,77,54,10,12,2,6,67,0x3985,165,1564,864,576,0,0,0,0,0,0,0,0,7120,5500,2626,1,2608,30,505,50,510,150,0,0,0,0,0,0,0,0,4166,1
1380,DRILLER,Furador,Furador,52,7452,0,3215,1860,1,666,886,48,31,1,66,58,50,60,47,10,12,1,2,22,0x3885,165,1564,864,576,0,0,0,0,0,0,0,0,1012,7500,715,4000,716,3500,0,0,0,0,0,0,0,0,0,0,0,0,4180,1
1381,GRIZZLY,Grizzly,Grizzly,68,11733,0,3341,2012,1,809,1076,44,32,1,54,68,58,70,61,10,12,2,2,63,0x3885,165,1564,864,576,0,0,0,0,0,0,0,0,948,7500,919,7500,549,2500,0,0,0,0,0,0,0,0,0,0,0,0,4162,1
1382,DIABOLIC,Diabólico,Diabólico,67,9642,0,3662,2223,1,796,1059,64,36,1,84,53,67,71,69,10,12,0,6,47,0x3985,150,1564,864,576,0,0,0,0,0,0,0,0,1038,6800,1039,5700,2605,3,984,20,0,0,0,0,0,0,0,0,0,0,4182,1
1383,EXPLOSION,Estrondo,Estrondo,46,8054,0,2404,1642,1,336,447,35,27,1,61,56,50,66,38,10,12,0,2,63,0x3885,165,1564,864,576,0,0,0,0,0,0,0,0,7006,6500,7097,2500,7122,3500,756,1000,522,500,0,0,0,0,0,0,0,0,4267,1
1384,DELETER,Exterminador,Exterminador,66,17292,0,3403,2066,1,446,593,45,53,1,105,40,65,72,54,10,12,1,9,44,0x308D,175,1564,864,576,0,0,0,0,0,0,0,0,7123,4200,1035,5500,1037,4000,1036,3700,0,0,0,0,0,0,0,0,0,0,4158,1
1385,DELETER_,Deletério,Deletério,65,15168,0,3403,2066,1,446,593,52,53,1,67,40,65,72,68,10,12,1,9,42,0x308D,175,1564,864,576,0,0,0,0,0,0,0,0,7123,4200,1035,5500,1037,4000,1036,3700,0,0,0,0,0,0,0,0,0,0,4279,1
1386,SLEEPER,Rochoso,Rochoso,67,8237,0,3603,2144,1,593,789,49,35,1,48,100,57,75,28,10,12,1,0,42,0x3885,195,1564,864,576,0,0,0,0,0,0,0,0,7124,5500,1056,5500,997,3500,756,300,1226,5,1222,20,7043,1400,0,0,0,0,4228,1
1387,GIG,Ferrão,Ferrão,60,8409,0,3934,2039,1,360,479,60,28,1,61,80,53,59,46,10,12,0,2,41,0x3885,170,1564,864,576,0,0,0,0,0,0,0,0,7125,5000,904,7500,716,150,525,2500,994,850,0,0,0,0,0,0,0,0,4165,1
1388,ARCHANGELING,ArchAngeling,ArchAngeling,60,79523,0,4152,2173,1,669,890,54,58,1,65,80,74,65,105,10,12,1,8,66,0x37B5,180,1564,864,576,0,0,0,0,0,0,0,0,2254,5,610,1800,608,150,985,15,984,55,2317,3,0,0,0,0,0,0,0,0
1389,DRACULA,Drácula,Drácula,85,320096,0,120157,38870,3,1625,1891,45,76,1,95,90,87,85,100,10,12,2,6,87,0x37B5,145,1564,864,576,500,5000,607,5500,732,3000,522,1000,607,4700,1473,5,1722,5,2507,15,2621,4,1557,4,0,0,0,0,0,0,4134,1
1390,VIOLY,Violinista,Violinista,75,18257,0,6353,3529,10,738,982,37,36,1,93,54,85,101,83,10,12,1,7,40,0x2085,170,1564,864,576,0,0,0,0,0,0,0,0,1060,6500,1611,50,740,1200,2610,800,526,1400,12020,1000,0,0,0,0,1902,10,4209,1
1391,GALAPAGO,Galapago,Galapago,63,9145,0,3204,1966,1,457,608,33,33,1,56,56,45,66,57,10,12,1,2,22,0x108B,165,1564,864,576,0,0,0,0,0,0,0,0,7053,6700,610,1500,503,2500,606,100,605,100,0,0,0,0,0,0,0,0,4152,1
1392,ROTAR_ZAIRO,Rotar Zairo,Rotar Zairo,25,1209,0,351,215,1,109,137,4,34,1,62,45,26,55,5,10,12,1,0,44,0x2085,155,1564,864,576,0,0,0,0,0,0,0,0,7126,500,2312,1,2309,1,999,450,984,1,912,2500,910,5500,7053,1000,0,0,4192,1
//1393,G_MUMMY,Mummy,Mummy,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1394,G_ZOMBIE,Zombie,Zombie,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,CRYSTAL_1,Crystal do Vento,Crystal do Vento,1,15,0,0,0,1,1,2,100,99,1,1,1,1,999,1,7,12,0,3,22,0x1E1,2000,300,300,1,0,0,0,0,0,0,0,0,547,5000,526,3000,607,1000,2504,500,2631,300,603,150,617,100,616,50,0,0,0,0
1396,CRYSTAL_2,Crystal da Terra,Crystal da Terra,1,15,0,0,0,1,1,2,100,99,1,1,1,1,999,1,7,12,0,3,22,0x1E1,2000,300,300,1,0,0,0,0,0,0,0,0,604,5000,999,3000,2104,1000,2213,500,2631,300,603,150,617,100,616,50,0,0,0,0
1397,CRYSTAL_3,Crystal do Fogo,Crystal do Fogo,1,15,0,0,0,1,1,2,100,99,1,1,1,1,999,1,7,12,0,3,22,0x1E1,2000,300,300,1,0,0,0,0,0,0,0,0,604,5000,984,3000,7047,1000,2322,500,2631,300,603,150,617,100,616,50,0,0,0,0
1398,CRYSTAL_4,Crystal da Água,Crystal da Água,1,15,0,0,0,1,1,2,100,99,1,1,1,1,999,1,7,12,0,3,22,0x1E1,2000,300,300,1,0,0,0,0,0,0,0,0,505,5000,985,3000,706,1000,2404,500,2631,300,603,150,617,100,616,50,0,0,0,0
1399,EVENT_BAPHO,Bafomé,Bafomé,68,864960,0,562340,87895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x37B5,100,1068,768,576,500,5000,7146,7000,923,3800,526,500,1417,550,1306,680,2110,640,1145,480,2327,1500,2111,500,2621,1720,2256,1550,0,0,0,0
1400,KARAKASA,Karakasa,Karakasa,30,3092,0,489,322,1,140,183,1,20,1,40,12,5,10,1,10,12,1,0,60,0x81,300,1480,480,1056,0,0,0,0,0,0,0,0,7150,4500,7151,5000,912,4000,1019,3500,7111,2500,746,50,0,0,0,0,0,0,4286,1
1401,SHINOBI,Shinobi,Shinobi,69,12700,0,4970,3010,1,460,1410,34,21,1,85,25,25,100,100,10,12,1,7,67,0x3695,200,1480,480,720,0,0,0,0,0,0,0,0,7156,5500,7157,2000,7053,2300,739,30,2337,8,2335,8,2336,1,0,0,0,0,4230,1
1402,POISON_TOAD,Sapo Venenoso,Sapo Venenoso,46,6629,0,1929,1457,1,288,408,5,10,1,34,19,14,66,55,10,12,1,2,45,0x81,165,976,576,288,0,0,0,0,0,0,0,0,7154,4000,7155,6000,724,5,526,160,506,1000,2610,150,0,0,0,0,0,0,4175,1
1403,ANTIQUE_FIRELOCK,Zumbi Atirador,Zumbi Atirador,47,3852,0,1293,1003,9,289,336,10,10,1,37,29,15,101,15,10,12,1,1,49,0x2085,200,2276,576,432,0,0,0,0,0,0,0,0,998,5500,7126,1500,549,350,525,300,503,20,2285,2,0,0,0,0,0,0,4160,1
1404,MIYABI_NINGYO,Miyabi Ningyo,Miyabi Ningyo,33,6300,0,795,493,1,250,305,1,20,1,31,15,10,47,15,10,12,1,6,27,0x191,200,1720,500,420,0,0,0,0,0,0,0,0,7153,2500,7152,5500,1000,1300,7005,100,504,500,2613,1,1904,1,0,0,0,0,4208,1
1405,TENGU,Tengu,Tengu,65,16940,0,4207,2843,2,660,980,12,82,1,45,69,45,75,25,10,12,2,6,42,0x3985,150,1056,1056,336,0,0,0,0,0,0,0,0,7159,4000,7158,6000,999,80,7063,50,522,200,2278,100,687,150,0,0,0,0,4282,1
1406,KAPHA,Kapha,Kapha,41,7892,0,2278,1552,3,399,719,20,38,1,65,49,22,73,140,10,12,1,5,21,0x3885,200,1152,1152,384,0,0,0,0,0,0,0,0,7149,6500,7053,4000,912,600,521,2300,520,2000,640,10,708,100,0,0,0,0,4287,1
//1407,DOKEBI_,Dokebi,Dokebi,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,BLOOD_BUTTERFLY,Borboleta Sanguinária,Borboleta Sanguinária,57,8082,0,2119,1562,2,354,575,5,23,1,65,35,37,116,30,10,13,1,4,44,0x318D,150,872,500,300,0,0,0,0,0,0,0,0,7163,4700,7168,2500,602,1000,924,5500,1962,1,1802,5,2269,1,0,0,0,0,4327,1
1409,RICE_CAKE_BOY,Pirralho,Pirralho,27,2098,0,231,149,1,112,134,5,12,1,22,29,5,41,10,10,13,0,7,20,0x91,200,1672,672,480,0,0,0,0,0,0,0,0,7150,3500,7151,2200,7187,3000,2262,10,553,1000,7192,5000,0,0,0,0,0,0,4154,1
1410,LIVE_PEACH_TREE,Pessegueira Encantada,Pessegueira Encantada,55,10050,0,2591,1799,8,482,603,10,38,1,45,120,39,120,55,10,13,1,3,42,0x2085,400,1288,576,288,0,0,0,0,0,0,0,0,7164,4700,522,1700,526,1000,604,300,532,90,0,0,0,0,0,0,0,0,4217,1
//1411,PEACH_TREE_BULLET,Peach Tree Bullet,Peach Tree Bullet... (mode  129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,EVIL_CLOUD_HERMIT,Ermitão Maligno,Ermitão Maligno,57,15003,0,3304,2198,9,620,899,25,59,1,66,21,76,130,79,10,13,2,0,40,0x2085,150,1754,544,288,0,0,0,0,0,0,0,0,7162,5000,553,6500,548,5500,550,4400,1908,1,757,250,0,0,0,0,0,0,4262,1
1413,WILD_GINSENG,Ginseng,Ginseng,46,6900,0,1038,692,1,220,280,10,20,1,42,36,55,66,30,10,13,0,3,43,0x91,400,2208,1008,324,0,0,0,0,0,0,0,0,520,2500,521,2500,1032,3500,1033,3500,1951,3,516,5000,0,0,0,0,0,0,4232,1
//1414,GINSENG_BULLET,Ginseng Bullet,Ginseng Bullet... (mode 129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,BABY_LEOPARD,Leopardo Filhote,Leopardo Filhote,32,2590,0,352,201,1,155,207,0,5,1,44,20,4,49,10,10,13,0,2,28,0x3885,150,988,288,168,0,0,0,0,0,0,0,0,7171,5500,7172,3700,517,2000,756,129,537,600,1214,100,0,0,0,0,0,0,4233,1
1416,WICKED_NYMPH,Ninfa Perversa,Ninfa Perversa,63,18029,0,3945,2599,1,691,1382,12,75,1,64,12,69,100,80,10,13,1,6,67,0x3795,200,1672,672,288,0,0,0,0,0,0,0,0,7165,4000,7166,4000,1904,1,984,105,1906,1,12002,150,0,0,0,0,0,0,4258,1
1417,ZIPPER_BEAR,Zipper,Zipper,35,2901,0,370,255,1,248,289,10,5,1,25,55,15,28,25,10,13,1,2,27,0x91,200,976,576,288,0,0,0,0,0,0,0,0,7161,4700,7167,3200,518,800,512,100,526,500,0,0,0,0,0,0,0,0,4281,1
1418,DARK_SNAKE_LORD,Serpente Suprema,Serpente Suprema,73,254993,0,34288,17950,1,1433,2033,25,55,1,83,62,80,164,88,10,12,2,2,68,0x37B5,200,976,500,400,524,5000,985,3000,607,5500,608,1400,1471,80,7169,6500,617,1500,5012,300,10020,6500,679,1500,661,500,0,0,0,0,4330,1
1419,G_FARMILIAR,Farmiliar,Farmiliar,8,155,0,0,0,1,20,28,0,0,1,12,8,5,28,1,10,12,0,2,27,0x3885,150,1276,576,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,G_Skel_archer,Esqueleto Arqueiro,Esqueleto Arqueiro,31,3040,0,0,0,9,128,153,0,0,1,8,14,5,90,5,10,12,1,1,29,0x3885,300,2864,864,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,G_ISIS,Isis,Isis,43,4828,0,0,0,1,423,507,10,35,1,65,43,30,72,15,10,12,2,6,27,0x3985,200,1384,768,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,G_HUNTER_FLY,Mosca Caçadora,Mosca Caçadora,42,5242,0,0,0,1,246,333,25,15,1,105,32,15,72,30,10,12,0,4,44,0x3985,150,676,576,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,G_GHOUL,Carniçal,Carniçal,39,5118,0,0,0,1,420,500,5,20,1,20,29,0,33,20,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,G_SIDE_WINDER,Sorrateiro,Sorrateiro,43,4929,0,0,0,1,240,320,5,10,1,43,40,15,115,20,10,12,1,2,25,0x3885,200,1576,576,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,G_OBEAUNE,Obeaune,Obeaune,31,3952,0,0,0,1,141,165,0,40,1,31,31,55,74,85,10,12,1,5,41,0x3885,200,1872,672,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,G_MARC,Cavalo-Marinho,Cavalo-Marinho,36,6900,0,0,0,1,220,280,5,10,1,36,36,20,56,30,10,12,1,5,41,0x3885,150,1272,72,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,G_NIGHTMARE,Pesadelo,Pesadelo,49,4437,0,0,0,1,447,529,0,40,1,74,25,15,64,10,10,12,2,6,68,0x3985,150,1816,816,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,G_POISON_SPORE,Esporo Venenoso,Esporo Venenoso,19,665,0,0,0,1,89,101,0,0,1,19,25,1,24,1,10,12,1,3,25,0x3885,200,1672,672,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,G_ARGIOPE,Argiope,Argiope,41,4382,0,0,0,1,395,480,30,0,1,41,31,10,56,30,10,12,2,4,25,0x3985,300,1792,792,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,G_ARGOS,Argos,Argos,25,1117,0,0,0,1,158,191,15,0,1,25,25,5,32,15,10,12,2,4,25,0x3985,300,1468,468,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,G_BAPHOMET_,Bafomé Jr,Bafomé Jr,50,8578,0,0,0,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,0x3985,100,868,480,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,G_DESERT_WOLF,Lobo do Deserto,Lobo do Deserto,27,1716,0,0,0,1,169,208,0,10,1,27,45,15,56,10,10,12,1,2,23,0x3885,200,1120,420,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,G_DEVIRUCHI,Deviruchi,Deviruchi,46,7360,0,0,0,1,475,560,10,25,1,69,40,55,87,30,10,12,0,6,27,0x3985,150,980,600,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,G_DRAINLIAR,Drainliar,Drainliar,24,1162,0,0,0,1,74,84,0,0,1,36,24,1,78,1,10,12,0,2,47,0x3885,250,1276,576,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,G_EVIL_DRUID,Druida Malígno,Druida Malígno,58,16506,0,0,0,1,420,670,5,60,1,29,58,80,68,30,10,12,2,1,89,0x3885,300,2276,576,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,G_JAKK,Jakk,Jakk,38,3581,0,0,0,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x3885,200,1180,480,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,G_JOKER,Joker,Joker,57,12450,0,0,0,1,621,738,10,35,1,143,47,75,98,175,10,12,2,7,84,0x3885,100,1364,864,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,G_KHALITZBURG,Khalitzburg,Khalitzburg,63,19276,0,0,0,1,875,1025,45,10,1,65,48,5,73,40,10,12,2,1,29,0x3885,350,528,1000,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,G_HIGH_ORC,Grand Orc,Grand Orc,52,6890,0,0,0,1,428,533,15,5,1,46,55,35,82,40,10,12,2,7,43,0x3885,150,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,G_STEM_WORM,Talo de Verme,Talo de Verme,40,6136,0,0,0,2,290,375,5,10,1,30,26,15,79,35,10,12,1,3,24,0x3885,200,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,G_PENOMENA,Penomena,Penomena,57,7256,0,0,0,7,415,565,5,50,1,5,35,15,136,30,10,12,1,5,25,0x3885,400,832,500,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,G_SASQUATCH,Sasquatch,Sasquatch,30,3163,0,0,0,1,250,280,5,0,1,25,60,10,34,20,10,12,2,2,60,0x3885,300,1260,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,G_CRUISER,Soldadinho de Chumbo,Soldadinho de Chumbo,35,2820,0,0,0,7,175,215,5,5,1,40,10,10,90,25,10,12,1,0,60,0x3885,400,1296,1296,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,G_CHEPET,Chepet,Chepet,42,4950,0,0,0,1,380,440,0,25,1,72,35,71,65,85,10,12,1,7,23,0x3885,400,672,672,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,G_RAGGLER,Raggler,Raggler,21,1020,0,0,0,1,102,113,0,5,1,10,32,20,39,35,10,12,0,2,24,0x3885,200,1000,900,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,G_INJUSTICE,Injustiçado,Injustiçado,51,7600,0,0,0,1,480,600,0,0,1,42,39,0,71,35,10,12,1,1,47,0x3885,400,770,720,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,G_GRYPHON,Grifo,Grifo,72,27800,0,0,0,1,880,1260,35,35,1,95,78,65,115,75,10,12,2,2,84,0x39A5,100,704,504,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,G_DARK_FRAME,Moldura Maldita,Moldura Maldita,59,7500,0,0,0,1,960,1210,10,45,1,72,42,45,85,25,10,12,1,6,67,0x3985,200,920,720,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,G_MUTANT_DRAGON,Dragão Mutante,Dragão Mutante,65,62600,0,0,0,4,2400,3400,15,20,1,47,30,68,45,35,10,12,2,9,43,0x39A5,250,1280,1080,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,G_WIND_GHOST,Alma da Ventania,Alma da Ventania,51,4820,0,0,0,2,489,639,0,45,1,89,15,90,85,25,10,12,1,6,64,0x3985,150,1056,1056,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,G_MERMAN,Tritão,Tritão,53,12300,0,0,0,2,482,603,10,35,1,45,46,15,85,55,10,12,1,7,41,0x3885,200,916,816,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,G_ORC_LADY,Senhora Orc,Senhora Orc,31,2000,0,0,0,1,135,170,10,10,1,42,25,15,69,55,10,12,1,7,42,0x3885,200,1050,900,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,G_RAYDRIC_ARCHER,Raydric Arqueiro,Raydric Arqueiro,52,5250,0,0,0,9,415,500,35,5,1,25,22,5,145,35,10,12,1,6,47,0x3985,200,1152,1152,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,G_TRI_JOINT,Trilobita,Trilobita,32,2300,0,0,0,1,178,206,20,5,1,48,24,10,67,20,10,12,0,4,22,0x3985,200,860,660,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,G_KOBOLD_ARCHER,Kobold Arqueiro,Kobold Arqueiro,33,2560,0,0,0,9,155,185,10,5,1,20,15,30,100,25,10,12,0,7,23,0x3885,200,1008,1008,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,G_CHIMERA,Quimera,Quimera,70,32600,0,0,0,1,1200,1320,30,10,1,72,110,88,75,85,10,12,2,2,63,0x39A5,200,772,672,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,G_MANTIS,Louva-a-Deus,Louva-a-Deus,26,2472,0,0,0,1,118,149,10,0,1,26,24,5,45,15,10,12,1,4,22,0x3985,200,1528,660,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,G_MARDUK,Marduk,Marduk,40,4214,0,0,0,1,315,382,0,60,1,40,20,79,78,20,10,12,2,7,23,0x3885,300,1540,840,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,G_MARIONETTE,Marionete,Marionete,41,3222,0,0,0,1,355,422,0,25,1,62,36,44,69,45,10,12,0,6,68,0x3985,300,1480,480,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,G_MATYR,Matyr,Matyr,31,2585,0,0,0,1,134,160,0,0,1,47,38,5,64,5,10,12,1,2,27,0x3885,150,432,432,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
